,game_date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_2,X_Coordinate_2,Y_Coordinate_2,Time_Remaining,event_id,TeamIdentity,std_X,std_X_2,std_Y,std_Y_2,euc_dist,Score_Differential,Game_State,timeElapsed,secLastTeamEvent,secLastAnyEvent,Manpower,HQ_Pass
18455,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,16:45,5,5,0,0,Olympic (Women) - Canada,Erin Ambrose,Play,8,17,Direct,,,,Jocelyne Larocque,4.0,47.0,1005,18456,Away Team,192,196.0,68,38.0,30.2654919,0,Tied,"[1, 1]",1,1,Even,No
18456,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,16:41,5,5,0,0,Olympic (Women) - Canada,Jocelyne Larocque,Incomplete Play,48,10,Direct,,,,Blayre Turnbull,78.0,47.0,1001,18457,Away Team,152,122.0,75,38.0,47.63402146,0,Tied,"[4, 4]",4,4,Even,No
18462,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,16:32,5,5,0,0,Olympic (Women) - Canada,Emily Clark,Incomplete Play,29,57,Direct,,,,Sarah Nurse,54.0,21.0,992,18463,Away Team,171,146.0,28,64.0,43.829214,0,Tied,"[1, 1]",1,1,Even,No
18464,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,16:30,5,5,0,0,Olympic (Women) - United States,Kendall Coyne Schofield,Incomplete Play,154,54,Direct,,,,Brianna Decker,155.0,32.0,990,18465,Home Team,154,155.0,54,32.0,22.02271555,0,Tied,"[2, 2]",2,2,Even,No
18466,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,16:28,5,5,0,0,Olympic (Women) - Canada,Laura Fortino,Play,65,36,Direct,,,,Natalie Spooner,86.0,57.0,988,18467,Away Team,135,114.0,49,28.0,29.69848481,0,Tied,"[2, 2]",2,2,Even,Yes
18468,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,16:24,5,5,0,0,Olympic (Women) - Canada,Natalie Spooner,Incomplete Play,182,63,Indirect,,,,Emily Clark,181.0,49.0,984,18469,Away Team,18,19.0,22,36.0,14.03566885,0,Tied,"[2, 2]",2,2,Even,No
18470,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,16:22,5,5,0,0,Olympic (Women) - United States,Kendall Coyne Schofield,Incomplete Play,5,57,Indirect,,,,Cayla Barnes,5.0,34.0,982,18471,Home Team,5,5.0,57,34.0,23.0,0,Tied,"[0, 0]",0,0,Even,No
18472,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,16:18,5,5,0,0,Olympic (Women) - United States,Kendall Coyne Schofield,Incomplete Play,57,75,Direct,,,,Annie Pankowski,84.0,74.0,978,18473,Home Team,57,84.0,75,74.0,27.01851217,0,Tied,"[2, 2]",2,2,Even,No
18476,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,16:13,5,5,0,0,Olympic (Women) - United States,Megan Keller,Incomplete Play,13,63,Direct,,,,Kendall Coyne Schofield,34.0,17.0,973,18477,Home Team,13,34.0,63,17.0,50.56678752,0,Tied,"[1, 1]",1,1,Even,No
18480,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,16:04,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Play,14,70,Direct,,,,Ann-Sophie Bettez,49.0,82.0,964,18481,Away Team,186,151.0,15,3.0,37.0,0,Tied,"[1, 1]",1,1,Even,Yes
18481,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,16:02,5,5,0,0,Olympic (Women) - Canada,Ann-Sophie Bettez,Play,58,82,Indirect,,,,Loren Gabel,90.0,80.0,962,18482,Away Team,142,110.0,3,5.0,32.06243908,0,Tied,"[2, 2]",2,2,Even,Yes
18486,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,15:54,5,5,0,0,Olympic (Women) - Canada,Jamie Bourbonnais,Incomplete Play,167,84,Indirect,,,,Ann-Sophie Bettez,186.0,63.0,954,18487,Away Team,33,14.0,1,22.0,28.31960452,0,Tied,"[0, 0]",0,0,Even,No
18488,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,15:50,5,5,0,0,Olympic (Women) - United States,Lee Stecklein,Play,4,64,Indirect,,,,Emily Pfalzer,5.0,26.0,950,18489,Home Team,4,5.0,64,26.0,38.01315562,0,Tied,"[2, 2]",2,2,Even,No
18489,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,15:47,5,5,0,0,Olympic (Women) - United States,Emily Pfalzer,Incomplete Play,19,16,Direct,,,,Dani Cameranesi,84.0,4.0,947,18490,Home Team,19,84.0,16,4.0,66.09841148,0,Tied,"[3, 3]",3,3,Even,No
18491,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,15:44,5,5,0,0,Olympic (Women) - Canada,Jamie Bourbonnais,Incomplete Play,147,84,Direct,,,,Brianne Jenner,146.0,60.0,944,18492,Away Team,53,54.0,1,25.0,24.0208243,0,Tied,"[2, 2]",2,2,Even,No
18493,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,15:42,5,5,0,0,Olympic (Women) - United States,Dani Cameranesi,Play,65,33,Direct,,,,Hilary Knight,96.0,46.0,942,18494,Home Team,65,96.0,33,46.0,33.61547263,0,Tied,"[0, 0]",0,0,Even,Yes
18494,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,15:41,5,5,0,0,Olympic (Women) - United States,Hilary Knight,Play,96,46,Direct,,,,Dani Cameranesi,138.0,30.0,941,18495,Home Team,96,138.0,46,30.0,44.94441011,0,Tied,"[1, 1]",1,1,Even,Yes
18496,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,15:38,5,5,0,0,Olympic (Women) - United States,Dani Cameranesi,Play,170,27,Direct,,,,Hilary Knight,180.0,44.0,938,18497,Home Team,170,180.0,27,44.0,19.72308292,0,Tied,"[2, 2]",2,2,Even,Yes
18503,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,15:29,5,5,1,0,Olympic (Women) - United States,Alex Cavalini,Play,12,37,Direct,,,,Megan Bozek,8.0,33.0,929,18504,Home Team,12,8.0,37,33.0,5.656854248999999,1,Close Lead,"[1, 1]",1,1,Even,Yes
18504,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,15:28,5,5,1,0,Olympic (Women) - United States,Megan Bozek,Play,3,41,Indirect,,,,Kacey Bellamy,7.0,21.0,928,18505,Home Team,3,7.0,41,21.0,20.39607805,1,Close Lead,"[1, 1]",1,1,Even,Yes
18505,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,15:26,5,5,1,0,Olympic (Women) - United States,Kacey Bellamy,Play,16,9,Direct,,,,Jesse Compher,52.0,31.0,926,18506,Home Team,16,52.0,9,31.0,42.19004622,1,Close Lead,"[2, 2]",2,2,Even,Yes
18506,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,15:25,5,5,1,0,Olympic (Women) - United States,Jesse Compher,Play,52,31,Indirect,,,,Dani Cameranesi,69.0,3.0,925,18507,Home Team,52,69.0,31,3.0,32.75667871,1,Close Lead,"[1, 1]",1,1,Even,No
18517,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,14:58,4,5,1,0,Olympic (Women) - Canada,Melodie Daoust,Play,149,84,Indirect,,,,Blayre Turnbull,166.0,81.0,898,18518,Away Team,51,34.0,1,4.0,17.2626765,-1,Close Trail,"[6, 6]",6,6,Advantage,Yes
18518,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,14:49,4,5,1,0,Olympic (Women) - Canada,Blayre Turnbull,Play,153,83,Direct,,,,Erin Ambrose,172.0,76.0,889,18519,Away Team,47,28.0,2,9.0,20.24845673,-1,Close Trail,"[9, 9]",9,9,Advantage,Yes
18519,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,14:47,4,5,1,0,Olympic (Women) - Canada,Erin Ambrose,Play,172,76,Direct,,,,Laura Fortino,140.0,47.0,887,18520,Away Team,28,60.0,9,38.0,43.18564576,-1,Close Trail,"[2, 2]",2,2,Advantage,Yes
18520,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,14:45,4,5,1,0,Olympic (Women) - Canada,Laura Fortino,Play,138,29,Direct,,,,Blayre Turnbull,133.0,48.0,885,18521,Away Team,62,67.0,56,37.0,19.6468827,-1,Close Trail,"[2, 2]",2,2,Advantage,Yes
18521,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,14:44,4,5,1,0,Olympic (Women) - Canada,Blayre Turnbull,Play,138,38,Direct,,,,Laura Fortino,151.0,18.0,884,18522,Away Team,62,49.0,47,67.0,23.85372088,-1,Close Trail,"[1, 1]",1,1,Advantage,Yes
18522,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,14:43,4,5,1,0,Olympic (Women) - Canada,Laura Fortino,Incomplete Play,162,15,Direct,,,,Melodie Daoust,176.0,45.0,883,18523,Away Team,38,24.0,70,40.0,33.10589071,-1,Close Trail,"[1, 1]",1,1,Advantage,No
18524,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,14:40,4,5,1,0,Olympic (Women) - Canada,Erin Ambrose,Play,134,59,Direct,,,,Laura Fortino,144.0,15.0,880,18525,Away Team,66,56.0,26,70.0,45.12205669,-1,Close Trail,"[0, 0]",0,0,Advantage,Yes
18525,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,14:37,4,5,1,0,Olympic (Women) - Canada,Laura Fortino,Play,138,43,Direct,,,,Melodie Daoust,143.0,16.0,877,18526,Away Team,62,57.0,42,69.0,27.45906044,-1,Close Trail,"[3, 3]",3,3,Advantage,No
18526,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,14:34,4,5,1,0,Olympic (Women) - Canada,Melodie Daoust,Incomplete Play,159,23,Direct,,,,Blayre Turnbull,168.0,41.0,874,18527,Away Team,41,32.0,62,44.0,20.1246118,-1,Close Trail,"[3, 3]",3,3,Advantage,No
18529,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,14:29,4,5,1,0,Olympic (Women) - United States,Lee Stecklein,Play,4,62,Direct,,,,Kelly Pannek,3.0,22.0,869,18530,Home Team,4,3.0,62,22.0,40.01249805,1,Close Lead,"[1, 1]",1,1,Shorthanded,No
18534,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,14:12,4,5,1,0,Olympic (Women) - Canada,Brigette Lacquette,Play,68,44,Direct,,,,Natalie Spooner,95.0,73.0,852,18535,Away Team,132,105.0,41,12.0,39.62322551,-1,Close Trail,"[5, 5]",5,5,Advantage,Yes
18538,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,14:03,4,5,1,0,Olympic (Women) - Canada,Natalie Spooner,Play,186,74,Direct,,,,Brigette Lacquette,131.0,80.0,843,18539,Away Team,14,69.0,11,5.0,55.32630477,-1,Close Trail,"[1, 1]",1,1,Advantage,Yes
18539,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,14:00,4,5,1,0,Olympic (Women) - Canada,Brigette Lacquette,Play,130,66,Direct,,,,Rebecca Johnston,139.0,27.0,840,18540,Away Team,70,61.0,19,58.0,40.02499219,-1,Close Trail,"[3, 3]",3,3,Advantage,Yes
18540,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,13:58,4,5,1,0,Olympic (Women) - Canada,Rebecca Johnston,Play,150,20,Direct,,,,Sarah Nurse,163.0,39.0,838,18541,Away Team,50,37.0,65,46.0,23.02172887,-1,Close Trail,"[2, 2]",2,2,Advantage,Yes
18541,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,13:57,4,5,1,0,Olympic (Women) - Canada,Sarah Nurse,Play,158,37,Direct,,,,Brigette Lacquette,135.0,30.0,837,18542,Away Team,42,65.0,48,55.0,24.04163056,-1,Close Trail,"[1, 1]",1,1,Advantage,Yes
18544,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,13:48,4,5,1,0,Olympic (Women) - Canada,Rebecca Johnston,Play,128,47,Direct,,,,Brigette Lacquette,131.0,67.0,828,18545,Away Team,72,69.0,38,18.0,20.22374842,-1,Close Trail,"[5, 5]",5,5,Advantage,Yes
18545,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,13:46,4,5,1,0,Olympic (Women) - Canada,Brigette Lacquette,Play,131,67,Direct,,,,Brianne Jenner,147.0,81.0,826,18546,Away Team,69,53.0,18,4.0,21.26029163,-1,Close Trail,"[2, 2]",2,2,Advantage,Yes
18548,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,13:39,4,5,1,0,Olympic (Women) - Canada,Rebecca Johnston,Play,143,4,Direct,,,,Brigette Lacquette,131.0,29.0,819,18549,Away Team,57,69.0,81,56.0,27.73084925,-1,Close Trail,"[3, 3]",3,3,Advantage,Yes
18549,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,13:37,4,5,1,0,Olympic (Women) - Canada,Brigette Lacquette,Play,130,40,Direct,,,,Brianne Jenner,137.0,66.0,817,18550,Away Team,70,63.0,45,19.0,26.92582404,-1,Close Trail,"[2, 2]",2,2,Advantage,Yes
18558,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,13:25,5,5,1,1,Olympic (Women) - United States,Emily Pfalzer,Play,3,57,Indirect,,,,Annie Pankowski,38.0,80.0,805,18559,Home Team,3,38.0,57,80.0,41.88078318,0,Tied,"[1, 1]",1,1,Even,Yes
18564,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,13:16,5,5,1,1,Olympic (Women) - United States,Brianna Decker,Play,182,6,Indirect,,,,Lee Stecklein,128.0,7.0,796,18565,Home Team,182,128.0,6,7.0,54.00925847,0,Tied,"[0, 0]",0,0,Even,Yes
18565,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,13:14,5,5,1,1,Olympic (Women) - United States,Lee Stecklein,Play,129,20,Direct,,,,Annie Pankowski,137.0,72.0,794,18566,Home Team,129,137.0,20,72.0,52.61178575,0,Tied,"[2, 2]",2,2,Even,No
18566,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,13:12,5,5,1,1,Olympic (Women) - United States,Annie Pankowski,Incomplete Play,157,76,Direct,,,,Brianna Decker,161.0,15.0,792,18567,Home Team,157,161.0,76,15.0,61.13100686,0,Tied,"[2, 2]",2,2,Even,No
18570,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,13:08,5,5,1,1,Olympic (Women) - United States,Lee Stecklein,Incomplete Play,128,8,Indirect,,,,Kendall Coyne Schofield,191.0,15.0,788,18571,Home Team,128,191.0,8,15.0,63.38769597,0,Tied,"[0, 0]",0,0,Even,No
18572,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,13:05,5,5,1,1,Olympic (Women) - Canada,Laura Fortino,Play,4,35,Direct,,,,Blayre Turnbull,20.0,28.0,785,18573,Away Team,196,180.0,50,57.0,17.4642492,0,Tied,"[0, 0]",0,0,Even,Yes
18573,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,13:01,5,5,1,1,Olympic (Women) - Canada,Blayre Turnbull,Play,102,20,Direct,,,,Jamie Lee Rattray,133.0,4.0,781,18574,Away Team,98,67.0,65,81.0,34.88552709,0,Tied,"[4, 4]",4,4,Even,Yes
18577,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,12:55,5,5,1,1,Olympic (Women) - United States,Emily Pfalzer,Play,14,75,Direct,,,,Annie Pankowski,51.0,81.0,775,18578,Home Team,14,51.0,75,81.0,37.48332963,0,Tied,"[1, 1]",1,1,Even,Yes
18578,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,12:53,5,5,1,1,Olympic (Women) - United States,Annie Pankowski,Play,79,74,Direct,,,,Jesse Compher,91.0,72.0,773,18579,Home Team,79,91.0,74,72.0,12.16552506,0,Tied,"[2, 2]",2,2,Even,No
18581,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,12:46,5,5,1,1,Olympic (Women) - Canada,Erin Ambrose,Play,4,23,Indirect,,,,Jocelyne Larocque,9.0,11.0,766,18582,Away Team,196,191.0,62,74.0,13.0,0,Tied,"[2, 2]",2,2,Even,Yes
18582,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,12:43,5,5,1,1,Olympic (Women) - Canada,Jocelyne Larocque,Play,52,5,Direct,,,,Melodie Daoust,67.0,42.0,763,18583,Away Team,148,133.0,80,43.0,39.92492956,0,Tied,"[3, 3]",3,3,Even,Yes
18583,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,12:41,5,5,1,1,Olympic (Women) - Canada,Melodie Daoust,Play,91,49,Indirect,,,,Jillian Saulnier,142.0,80.0,761,18584,Away Team,109,58.0,36,5.0,59.68249325,0,Tied,"[2, 2]",2,2,Even,Yes
18585,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,12:35,5,5,1,1,Olympic (Women) - Canada,Jillian Saulnier,Play,196,67,Direct,,,,Melodie Daoust,192.0,72.0,755,18586,Away Team,4,8.0,18,13.0,6.403124237,0,Tied,"[5, 5]",5,5,Even,Yes
18586,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,12:35,5,5,1,1,Olympic (Women) - Canada,Melodie Daoust,Play,192,72,Indirect,,,,Erin Ambrose,132.0,83.0,755,18587,Away Team,8,68.0,13,2.0,61.0,0,Tied,"[0, 0]",0,0,Even,Yes
18587,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,12:33,5,5,1,1,Olympic (Women) - Canada,Erin Ambrose,Play,132,83,Direct,,,,Jocelyne Larocque,131.0,29.0,753,18588,Away Team,68,69.0,2,56.0,54.00925847,0,Tied,"[2, 2]",2,2,Even,Yes
18591,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,12:27,5,5,1,1,Olympic (Women) - United States,Megan Bozek,Play,27,55,Indirect,,,,Kacey Bellamy,3.0,62.0,747,18592,Home Team,27,3.0,55,62.0,25.0,0,Tied,"[0, 0]",0,0,Even,No
18592,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,12:22,5,5,1,1,Olympic (Women) - United States,Kacey Bellamy,Incomplete Play,29,82,Indirect,,,,Amanda Kessel,50.0,77.0,742,18593,Home Team,29,50.0,82,77.0,21.58703314,0,Tied,"[5, 5]",5,5,Even,No
18594,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,12:21,5,5,1,1,Olympic (Women) - Canada,Mich Zandee-Hart,Incomplete Play,131,4,Direct,,,,Jillian Saulnier,144.0,10.0,741,18595,Away Team,69,56.0,81,75.0,14.31782106,0,Tied,"[0, 0]",0,0,Even,No
18596,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,12:15,5,5,1,1,Olympic (Women) - United States,Megan Bozek,Play,3,50,Indirect,,,,Alex Carpenter,16.0,5.0,735,18597,Home Team,3,16.0,50,5.0,46.84015371,0,Tied,"[5, 5]",5,5,Even,Yes
18597,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,12:12,5,5,1,1,Olympic (Women) - United States,Alex Carpenter,Play,16,5,Indirect,,,,Megan Bozek,4.0,32.0,732,18598,Home Team,16,4.0,5,32.0,29.54657341,0,Tied,"[3, 3]",3,3,Even,Yes
18598,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,12:09,5,5,1,1,Olympic (Women) - United States,Megan Bozek,Play,4,32,Direct,,,,Kacey Bellamy,2.0,53.0,729,18599,Home Team,4,2.0,32,53.0,21.09502311,0,Tied,"[3, 3]",3,3,Even,Yes
18599,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,12:06,5,5,1,1,Olympic (Women) - United States,Kacey Bellamy,Play,50,73,Direct,,,,Amanda Kessel,82.0,82.0,726,18600,Home Team,50,82.0,73,82.0,33.24154028,0,Tied,"[3, 3]",3,3,Even,Yes
18603,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,12:00,5,5,1,1,Olympic (Women) - Canada,Mich Zandee-Hart,Play,5,24,Indirect,,,,Brigette Lacquette,5.0,24.0,720,18604,Away Team,195,195.0,61,61.0,0.0,0,Tied,"[0, 0]",0,0,Even,Yes
18604,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,11:59,5,5,1,1,Olympic (Women) - Canada,Brigette Lacquette,Play,5,20,Direct,,,,Rebecca Johnston,40.0,7.0,719,18605,Away Team,195,160.0,65,78.0,37.33630941,0,Tied,"[1, 1]",1,1,Even,Yes
18605,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,11:56,5,5,1,1,Olympic (Women) - Canada,Rebecca Johnston,Play,53,4,Direct,,,,Melodie Daoust,73.0,21.0,716,18606,Away Team,147,127.0,81,64.0,26.248809499999997,0,Tied,"[3, 3]",3,3,Even,No
18608,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,11:50,5,5,1,1,Olympic (Women) - United States,Alex Carpenter,Incomplete Play,92,82,Indirect,,,,Amanda Kessel,115.0,81.0,710,18609,Home Team,92,115.0,82,81.0,23.02172887,0,Tied,"[0, 0]",0,0,Even,No
18610,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,11:46,5,5,1,1,Olympic (Women) - Canada,Jillian Saulnier,Play,48,14,Direct,,,,Laura Fortino,38.0,47.0,706,18611,Away Team,152,162.0,71,38.0,34.481879299999996,0,Tied,"[1, 1]",1,1,Even,Yes
18611,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,11:43,5,5,1,1,Olympic (Women) - Canada,Laura Fortino,Play,49,81,Direct,,,,Brigette Lacquette,37.0,30.0,703,18612,Away Team,151,163.0,4,55.0,52.39274759,0,Tied,"[3, 3]",3,3,Even,No
18612,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,11:39,5,5,1,1,Olympic (Women) - Canada,Brigette Lacquette,Incomplete Play,26,32,Direct,,,,Laura Fortino,42.0,49.0,699,18613,Away Team,174,158.0,53,36.0,23.34523506,0,Tied,"[4, 4]",4,4,Even,No
18614,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,11:38,5,5,1,1,Olympic (Women) - United States,Amanda Kessel,Play,158,33,Direct,,,,Hayley Scamurra,157.0,44.0,698,18615,Home Team,158,157.0,33,44.0,11.04536102,0,Tied,"[0, 0]",0,0,Even,Yes
18618,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,11:35,5,5,1,1,Olympic (Women) - Canada,Renata Fast,Play,8,14,Indirect,,,,Laura Fortino,7.0,58.0,695,18619,Away Team,192,193.0,71,27.0,44.01136217,0,Tied,"[0, 0]",0,0,Even,Yes
18619,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,11:32,5,5,1,1,Olympic (Women) - Canada,Laura Fortino,Play,8,67,Direct,,,,Natalie Spooner,56.0,83.0,692,18620,Away Team,192,144.0,18,2.0,50.59644256,0,Tied,"[3, 3]",3,3,Even,Yes
18620,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,11:30,5,5,1,1,Olympic (Women) - Canada,Natalie Spooner,Play,63,75,Indirect,,,,Sarah Nurse,110.0,16.0,690,18621,Away Team,137,90.0,10,69.0,75.43208866,0,Tied,"[2, 2]",2,2,Even,Yes
18624,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,11:24,5,5,1,1,Olympic (Women) - Canada,Sarah Nurse,Incomplete Play,196,22,Indirect,,,,Emily Clark,198.0,40.0,684,18625,Away Team,4,2.0,63,45.0,18.11077028,0,Tied,"[0, 0]",0,0,Even,No
18626,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,11:15,5,5,1,1,Olympic (Women) - United States,Lee Stecklein,Incomplete Play,13,7,Direct,,,,Melissa Samoskevich,45.0,13.0,675,18627,Home Team,13,45.0,7,13.0,32.55764119,0,Tied,"[4, 4]",4,4,Even,No
18631,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,11:08,5,5,1,1,Olympic (Women) - United States,Melissa Samoskevich,Incomplete Play,181,5,Direct,,,,Sydney Brodt,172.0,46.0,668,18632,Home Team,181,172.0,5,46.0,41.97618372,0,Tied,"[0, 0]",0,0,Even,No
18633,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,11:04,5,5,1,1,Olympic (Women) - United States,Emily Pfalzer,Incomplete Play,127,76,Indirect,,,,Sydney Brodt,159.0,80.0,664,18634,Home Team,127,159.0,76,80.0,32.24903099,0,Tied,"[0, 0]",0,0,Even,No
18635,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,11:00,5,5,1,1,Olympic (Women) - Canada,Renata Fast,Incomplete Play,19,8,Indirect,,,,Sarah Nurse,41.0,4.0,660,18636,Away Team,181,159.0,77,81.0,22.36067977,0,Tied,"[1, 1]",1,1,Even,No
18641,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,10:51,5,5,1,1,Olympic (Women) - Canada,Renata Fast,Incomplete Play,26,4,Indirect,,,,Sarah Nurse,46.0,7.0,651,18642,Away Team,174,154.0,81,78.0,20.22374842,0,Tied,"[0, 0]",0,0,Even,No
18643,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,10:45,5,5,1,1,Olympic (Women) - United States,Kendall Coyne Schofield,Incomplete Play,76,33,Direct,,,,Annie Pankowski,122.0,66.0,645,18644,Home Team,76,122.0,33,66.0,56.61271942,0,Tied,"[2, 2]",2,2,Even,No
18645,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,10:37,5,5,1,1,Olympic (Women) - Canada,Jocelyne Larocque,Play,61,26,Direct,,,,Ann-Sophie Bettez,96.0,5.0,637,18646,Away Team,139,104.0,59,80.0,40.81666326,0,Tied,"[3, 3]",3,3,Even,Yes
18649,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,10:32,5,5,1,1,Olympic (Women) - United States,Megan Bozek,Play,6,68,Indirect,,,,Kacey Bellamy,6.0,21.0,632,18650,Home Team,6,6.0,68,21.0,47.0,0,Tied,"[0, 0]",0,0,Even,Yes
18650,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,10:30,5,5,1,1,Olympic (Women) - United States,Kacey Bellamy,Play,12,13,Direct,,,,Brianna Decker,34.0,26.0,630,18651,Home Team,12,34.0,13,26.0,25.55386468,0,Tied,"[2, 2]",2,2,Even,Yes
18652,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,10:25,5,5,1,1,Olympic (Women) - United States,Kendall Coyne Schofield,Play,103,4,Direct,,,,Brianna Decker,111.0,10.0,625,18653,Home Team,103,111.0,4,10.0,10.0,0,Tied,"[1, 1]",1,1,Even,No
18655,4/6/2019,Olympic (Women) - United States,Olympic (Women) - Canada,1,10:18,5,5,1,1,Olympic (Women) - Canada,Jocelyne Larocque,Play,4,28,Direct,,,,Ann-Sophie Bettez,46.0,3.0,618,18656,Away Team,196,154.0,57,82.0,48.87739764,0,Tied,"[2, 2]",2,2,Even,Yes
